deepcsvCvsctag;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.05258) : (1.09414)) : (x<50 ? 1.12449:1.15638)) : (x<100 ? (x<80 ? (x<70 ? 1.18393:1.204) : (1.23778)) : (x<120 ? 1.27792:1.33289))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.4119:1.47369) : (1.52326)) : (x<400 ? 1.55389:1.50233)) : (x<800 ? (x<670 ? 1.58764:1.68159) : (x<1000 ? 1.61796:0)))" 
1, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.06284) : (1.07098)) : (x<50 ? 1.08248:1.09336)) : (x<100 ? (x<80 ? (x<70 ? 1.10369:1.10955) : (1.12215)) : (x<120 ? 1.1273:1.12529))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.13332:1.1898) : (1.29532)) : (x<400 ? 1.45679:1.55751)) : (x<800 ? (x<670 ? 1.70716:1.71372) : (x<1000 ? 1.72738:0)))" 
1, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.00449) : (1.01156)) : (x<50 ? 1.01823:1.02509)) : (x<100 ? (x<80 ? (x<70 ? 1.02785:1.03077) : (1.03555)) : (x<120 ? 1.04332:1.04806))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.06293:1.07189) : (1.09171)) : (x<400 ? 1.08953:1.09583)) : (x<800 ? (x<670 ? 1.09111:1.12517) : (x<1000 ? 1.07403:0)))" 
1, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.05128) : (1.09265)) : (x<50 ? 1.12278:1.1544)) : (x<100 ? (x<80 ? (x<70 ? 1.18163:1.20132) : (1.23538)) : (x<120 ? 1.27466:1.32938))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.40639:1.46444) : (1.50999)) : (x<400 ? 1.53629:1.48062)) : (x<800 ? (x<670 ? 1.55702:1.6123) : (x<1000 ? 1.52528:0)))" 
1, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.06742) : (1.07554)) : (x<50 ? 1.08713:1.0982)) : (x<100 ? (x<80 ? (x<70 ? 1.10885:1.11516) : (1.12677)) : (x<120 ? 1.13307:1.131))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.14178:1.20448) : (1.31852)) : (x<400 ? 1.49299:1.61278)) : (x<800 ? (x<670 ? 1.78358:1.85332) : (x<1000 ? 1.89765:0)))" 
1, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.00874) : (1.01612)) : (x<50 ? 1.02312:1.03042)) : (x<100 ? (x<80 ? (x<70 ? 1.03371:1.0373) : (1.04102)) : (x<120 ? 1.05031:1.05504))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.0733:1.08904) : (1.11667)) : (x<400 ? 1.12179:1.13631)) : (x<800 ? (x<670 ? 1.14609:1.25378) : (x<1000 ? 1.25198:0)))" 
1, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.05389) : (1.09564)) : (x<50 ? 1.12621:1.15836)) : (x<100 ? (x<80 ? (x<70 ? 1.18624:1.20668) : (1.24017)) : (x<120 ? 1.28119:1.33639))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.41741:1.48293) : (1.53652)) : (x<400 ? 1.57148:1.52404)) : (x<800 ? (x<670 ? 1.61827:1.75087) : (x<1000 ? 1.71065:0)))" 
2, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.989567) : (1.02093)) : (x<50 ? 1.04389:1.05762)) : (x<100 ? (x<80 ? (x<70 ? 1.0648:1.07648) : (1.08214)) : (x<120 ? 1.09477:1.09512))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.1195:1.1642) : (1.2693)) : (x<400 ? 1.41565:1.52763)) : (x<800 ? (x<670 ? 1.67988:1.63271) : (x<1000 ? 1.77676:0)))" 
2, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.914161) : (0.940453)) : (x<50 ? 0.951326:0.961017)) : (x<100 ? (x<80 ? (x<70 ? 0.96257:0.965495) : (0.96397)) : (x<120 ? 0.96601:0.967494))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.978397:0.950339) : (0.9788)) : (x<400 ? 0.958995:0.943018)) : (x<800 ? (x<670 ? 0.925915:0.92724) : (x<1000 ? 0.944675:0)))" 
2, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.12996) : (1.18086)) : (x<50 ? 1.21554:1.28228)) : (x<100 ? (x<80 ? (x<70 ? 1.29426:1.31023) : (1.37249)) : (x<120 ? 1.40406:1.47152))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.68353:1.8061) : (1.96627)) : (x<400 ? 2.04527:2.06036)) : (x<800 ? (x<670 ? 1.95098:3.07868) : (x<1000 ? 1.78814:0)))" 
2, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.987132) : (1.01857)) : (x<50 ? 1.04151:1.05516)) : (x<100 ? (x<80 ? (x<70 ? 1.0622:1.07366) : (1.07984)) : (x<120 ? 1.09187:1.09224))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.11511:1.15659) : (1.25708)) : (x<400 ? 1.39635:1.49689)) : (x<800 ? (x<670 ? 1.63475:1.55061) : (x<1000 ? 1.66097:0)))" 
2, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.911193) : (0.937467)) : (x<50 ? 0.948221:0.95768)) : (x<100 ? (x<80 ? (x<70 ? 0.958944:0.961485) : (0.960648)) : (x<120 ? 0.961804:0.963286))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.972038:0.939942) : (0.962805)) : (x<400 ? 0.937458:0.91584)) : (x<800 ? (x<670 ? 0.888194:0.836494) : (x<1000 ? 0.808298:0)))" 
2, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.12302) : (1.17319)) : (x<50 ? 1.20682:1.27182)) : (x<100 ? (x<80 ? (x<70 ? 1.28231:1.29641) : (1.35981)) : (x<120 ? 1.38687:1.45251))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.64838:1.74039) : (1.85827)) : (x<400 ? 1.8912:1.85812)) : (x<800 ? (x<670 ? 1.68075:1.95814) : (x<1000 ? 1.02206:0)))" 
2, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.992002) : (1.02329)) : (x<50 ? 1.04627:1.06008)) : (x<100 ? (x<80 ? (x<70 ? 1.06739:1.07931) : (1.08445)) : (x<120 ? 1.09767:1.098))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.12388:1.17182) : (1.28153)) : (x<400 ? 1.43495:1.55837)) : (x<800 ? (x<670 ? 1.72501:1.71481) : (x<1000 ? 1.89255:0)))" 
2, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.917129) : (0.943439)) : (x<50 ? 0.954431:0.964355)) : (x<100 ? (x<80 ? (x<70 ? 0.966196:0.969505) : (0.967291)) : (x<120 ? 0.970216:0.971702))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.984756:0.960736) : (0.994795)) : (x<400 ? 0.980532:0.970197)) : (x<800 ? (x<670 ? 0.963635:1.01799) : (x<1000 ? 1.08105:0)))" 
2, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.1369) : (1.18853)) : (x<50 ? 1.22426:1.29275)) : (x<100 ? (x<80 ? (x<70 ? 1.3062:1.32404) : (1.38517)) : (x<120 ? 1.42124:1.49053))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.71868:1.87182) : (2.07427)) : (x<400 ? 2.19934:2.26259)) : (x<800 ? (x<670 ? 2.22121:4.19922) : (x<1000 ? 2.55422:0)))" 
